id,created_at,text
845104973864206336,2017-03-24 02:48:21,b'@GlennF @darth @nycsouthpaw twitter owes me millions but I will happily be a part of this committee'
845098359547420673,2017-03-24 02:22:04,b'RT @dog_rates: This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to https://t\xe2\x80\xa6'
845069846882717696,2017-03-24 00:28:46,"b""RT @EmilyEssex15: KIDS AT MY MOM'S SCHOOL GO TO THE SHELTER TO READ TO THE DOGS #NationalPuppyDay https://t.co/Y4uMi0r31x"""
845069117535244289,2017-03-24 00:25:52,b'All doggos are puppers today if they want to be #NationalPuppyDay #SayNoToDoggoDiscrimination'
845025336752529409,2017-03-23 21:31:54,b'@UToledo can I transfer to your school'
845025260730757121,2017-03-23 21:31:36,b'@Phillies very well \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc'
845025100411932672,2017-03-23 21:30:58,b'@Indians can confirm very good dogs'
845024931108835331,2017-03-23 21:30:18,b'@Broncos very good indeed'
844984516729094147,2017-03-23 18:49:42,b'@Lin_Manuel @VAMNit LOOK AT THAT TROT LIN OMG HIGH STEPPIN LEGEND'
844979544864018432,2017-03-23 18:29:57,"b""PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B"""
844977150096740353,2017-03-23 18:20:26,b'@Bromoish @madd_rich do you have pictures I can pupdate with?'
844974966319841280,2017-03-23 18:11:45,b'@weebeecee Brady is not pupared to comment on that matter at this time'
844973813909606400,2017-03-23 18:07:10,"b""This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't gi\xe2\x80\xa6 https://t.co/7TWoMa3h5W"""
844964211822354434,2017-03-23 17:29:01,"b""@butleru I missed this mention. Email is in the bio if you'd like to collaborate in the future :)"""
844765876138082305,2017-03-23 04:20:54,b'@Derektionary dog is magic'
844725306376245249,2017-03-23 01:39:41,b'@leighanniscool me'
844724355313610752,2017-03-23 01:35:55,b'Would you mind if i\n\n\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4pet your dog  \n\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4'
844707099045179394,2017-03-23 00:27:20,"b'I may have rushed to judge the bee. It may have been attempting a boop and slipped. Regardless, we must protect Luna at all costs'"
844706109072007168,2017-03-23 00:23:24,b'@SiobhanBacan only if it was a honey bee and that info was not specified'
844704788403113984,2017-03-23 00:18:10,"b""This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's t\xe2\x80\xa6 https://t.co/wwKLUUt6dk"""
844636638324101120,2017-03-22 19:47:21,b'@GoodDogsGame HOLY H*CK'
844635709646536706,2017-03-22 19:43:40,b'@z0ramajora @emmaglen24 :)\nhttps://t.co/O2XDxXJeAW'
844583926429630465,2017-03-22 16:17:54,b'@DogRoomBooks no questions please'
844583501659869184,2017-03-22 16:16:13,"b""I'm receiving word that this is not actually a washing machine, but a rocket launch simulator Charlie built. He named it Pup, Pup, and Away"""
844580511645339650,2017-03-22 16:04:20,b'This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 woul\xe2\x80\xa6 https://t.co/FatDY8E0GO'
844559987301076992,2017-03-22 14:42:46,"b""RT @emmaglen24: well h*ck, bury me in this because I don't think I'll ever find something else so perfectly on brand. https://t.co/TrwgQt3X\xe2\x80\xa6"""
844371661893881856,2017-03-22 02:14:26,"b""@darth I THINK HE'S WAITING FOR US TO HELP HIM DARTH"""
844349668008116224,2017-03-22 00:47:02,b'PUPDATE: Rocco almost made it today'
844237605013262337,2017-03-21 17:21:44,b'@elijahdaniel would trust with my life tbh'
844223788422217728,2017-03-21 16:26:50,"b""This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would\xe2\x80\xa6 https://t.co/VI27R8R4nA"""
844005223597248512,2017-03-21 01:58:20,"b""@MandyWRAL hopefully. It's up to @Printful"""
843992372493139968,2017-03-21 01:07:16,"b""RT @teddysugg: @dog_rates I've never been so happy to see a dog in my life https://t.co/sdZVuG9U27"""
843981021012017153,2017-03-21 00:22:10,b'HE WAS DOING A SNOOZE NO SHAME IN A SNOOZE 13/10 https://t.co/Gu5wHx3CBd'
843856843873095681,2017-03-20 16:08:44,b'Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old marr\xe2\x80\xa6 https://t.co/G0LD9dZhwh'
843619341509758976,2017-03-20 00:24:59,b'@thecultureofme @ethan_massa get one!\nhttps://t.co/OvJs4wSZIV'
843607681550159874,2017-03-19 23:38:39,"b""@jitka not full time yet but we're getting there"""
843604769365262337,2017-03-19 23:27:05,b'@basic_vacek_ bigger dog'
843604394117681152,2017-03-19 23:25:35,"b""This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC"""
843568818492530689,2017-03-19 21:04:13,b'@YouTube \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x90\xb6'
843235704754917376,2017-03-18 23:00:33,b'@MozARTis_ @miragonz fast'
843235543001513987,2017-03-18 22:59:54,b'This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h\xe2\x80\xa6 https://t.co/E1nJycIG61'
843224748461035521,2017-03-18 22:17:01,"b'RT @cmpriest: Lucy, outnumbered by cats. https://t.co/2J8x9dbnNz'"
842914982148915200,2017-03-18 01:46:07,"b""Ok I'm crying https://t.co/Y9Jiiydyy7"""
842892208864923648,2017-03-18 00:15:37,b'RT @dog_rates: This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d'
842859867429883910,2017-03-17 22:07:06,b'@michaelmcshane it looks like a doggo'
842858996969148416,2017-03-17 22:03:39,b'@Cr8rAndDogs https://t.co/ETA2anKde1'
842858149258444801,2017-03-17 22:00:16,b'You guys made quick work of those so we made more! \xf0\x9f\x90\xb6 https://t.co/G1vkmMxq9J'
842846295480000512,2017-03-17 21:13:10,"b""This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs"""
842828814447198208,2017-03-17 20:03:43,b'@strwbrrylaundry how do you like it?'
842803451079876611,2017-03-17 18:22:55,b'We finally turned our logo into a sticker for you guys! \n\nFree Shipping\n\nLimited Quantity Available\n\nShop Now:\xe2\x80\xa6 https://t.co/0Qp37H7aKV'
842765311967449089,2017-03-17 15:51:22,"b""Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie\xe2\x80\xa6 https://t.co/WSYSvm2ULO"""
842764534167343104,2017-03-17 15:48:17,b'@maddie_laramee I expect so many pics'
842536828276228096,2017-03-17 00:43:28,b'THANK YOU @verified'
842535590457499648,2017-03-17 00:38:32,"b""This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe"""
842491300779872256,2017-03-16 21:42:33,"b""@bluechilidog you don't get those things from being unoriginal"""
842466898663075841,2017-03-16 20:05:35,b'RT @girlbitesback: ACTUAL VICIOUS PITBULL ATTACK https://t.co/G6ytR3WvKX'
842236506727190530,2017-03-16 04:50:05,b'@hipster_shit_ \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4'
842227142150754305,2017-03-16 04:12:53,b'@hipster_shit_ https://t.co/FIp4FMXnh5'
842186582840999936,2017-03-16 01:31:43,"b""Reasons dogs are good:\n\n\xe2\x80\xa2they are\n\xe2\x80\xa2they just are\n\xe2\x80\xa2I don't have enough characters to elaborate\n\xe2\x80\xa2they just are"""
842163532590374912,2017-03-16 00:00:07,b'Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 w\xe2\x80\xa6 https://t.co/so1vpVVZX6'
842122065452924929,2017-03-15 21:15:20,b'RT @AndyCole84: hi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi\nhi https://t.co/NrMDoS0vrV'
842115215311396866,2017-03-15 20:48:07,"b""This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy"""
842066340479406088,2017-03-15 17:33:55,b'@AprilBole too busy :('
841833993020538882,2017-03-15 02:10:39,b'RT @dog_rates: This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ'
841754700710051841,2017-03-14 20:55:34,b'@areckerle add WeRateDogs :)'
841749929404055552,2017-03-14 20:36:36,b'RT @notchloereally: Thank you for the hat!! @dog_rates my dog likes it too https://t.co/H08e4YfuHt'
841680585030541313,2017-03-14 16:01:03,"b""This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/1\xe2\x80\xa6 https://t.co/bZpfsvJxI2"""
841486863869313024,2017-03-14 03:11:17,"b""RT @MaryLittleton: Oh, h*ck. Dolly's turned her @dog_rates hat into a toy. https://t.co/LvIKE8LUrM"""
841471729260212225,2017-03-14 02:11:08,"b""@Macaroo255 you're kinda obligated now \nhttps://t.co/FIp4FMXnh5"""
841439858740625411,2017-03-14 00:04:30,b'Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for\xe2\x80\xa6 https://t.co/lFivFHjdCU'
841406611981762560,2017-03-13 21:52:23,b'@mikeFAIL :)\nhttps://t.co/JCp9i1iaE4'
841402579468877824,2017-03-13 21:36:22,b'@markedly I THINK IT IS HIM MARK TBH'
841401075806687233,2017-03-13 21:30:23,"b""Reminder that they're good dogs \xf0\x9f\x90\xb6\n\nGet Yours\xe2\x86\xb4\nhttps://t.co/QjGo3a97DH https://t.co/s8Jdixdctp"""
841398697103675392,2017-03-13 21:20:56,"b""RT @philip__hobson: if you don't follow @dog_rates on snapchat you are really missing out... https://t.co/GYqXrpIcd4"""
841327074161885190,2017-03-13 16:36:20,b'@juliareinstein lucky'
841320156043304961,2017-03-13 16:08:50,"b""We don't rate penguins, but if we did, this one would get 12/10 https://t.co/cEORXhwZ5K"""
841314665196081154,2017-03-13 15:47:01,"b""This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good\xe2\x80\xa6 https://t.co/ARXIaLUxgN"""
841290974248751104,2017-03-13 14:12:53,"b""@Deadspin that's actually how it's supposed to be done. Please pupgrade your headline"""
841084729071980545,2017-03-13 00:33:20,b'RT @24Greeeer: One h*ckin good boy @dog_rates https://t.co/B4SSKjc8tM'
841077006473256960,2017-03-13 00:02:39,"b""This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ"""
840992049776197633,2017-03-12 18:25:04,"b'May I Puppose: Doglight Saving Time, an extra hour to do nothing but activities with ur dog. High ranking government followers pls consider'"
840986816509546496,2017-03-12 18:04:16,"b""Daylight Saving Time isn't good because that's one less hour you could spend with your dog"""
840985638165966848,2017-03-12 17:59:35,b'@HandsomeDan18 send me some pics Dan!'
840982863709376512,2017-03-12 17:48:34,b'AND ALL LOSSES TOO TBH\nPRETTY MUCH ALL SITUATIONS SHOULD BE CELEBRATED WITH THE ARRIVAL OF A PUPPY https://t.co/FngXuT89ky'
840786369479864320,2017-03-12 04:47:46,b'@MarnieTheDog Marnie omg'
840785210685980672,2017-03-12 04:43:09,b'RT @Dan_Levitan_: A L L  H A I L  P I P S Y\n\n @GoodDogsGame  @dog_rates https://t.co/InCQ9jLY0G'
840761248237133825,2017-03-12 03:07:56,b'RT @dog_rates: Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help\n\nhttps:/\xe2\x80\xa6'
840728873075638272,2017-03-12 00:59:17,b'RT @dog_rates: This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://\xe2\x80\xa6'
840722876219154434,2017-03-12 00:35:28,b'@HiMyNamesLuigi THOSE ARE THE BEST TYPES OF SHAKES'
840701262383456256,2017-03-11 23:09:35,"b""@azazo that's how I'm going to describe what I do for a living to people now thank you"""
840699575434432512,2017-03-11 23:02:52,b'@0_kelvin_0 ...oh h*ck'
840698636975636481,2017-03-11 22:59:09,b'@0_kelvin_0 &gt;10/10 is reserved for puppos sorry Kevin'
840696689258311684,2017-03-11 22:51:24,"b""I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7"""
840676764456218625,2017-03-11 21:32:14,"b'RT @BAKKOOONN: i enjoying mysekf by the lake, but then i remembered instances of regret in my life, and pain i have caused others http://t.\xe2\x80\xa6'"
840632337062862849,2017-03-11 18:35:42,b'Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help\xe2\x80\xa6 https://t.co/K0BVR0NyHn'
840632275905699840,2017-03-11 18:35:27,b'@yuhboybenji \xe2\x9d\xa4'
840582415924023296,2017-03-11 15:17:19,b'@NHLonNBCSports @Celeb_Dachshund if you want a professional rating... I am available'
840394864428748801,2017-03-11 02:52:04,b'@CalypsoNugget @oliviadgrace :)\nhttps://t.co/kgVY4f2C47'
840392725992206336,2017-03-11 02:43:34,b'RT @oliviadgrace: The staff at this hotel folded the @dog_rates shirt I sleep in too perfectly https://t.co/90Yt5eDQ8X'
840371251583557633,2017-03-11 01:18:14,b'@ih8thispart language'
840370681858686976,2017-03-11 01:15:58,b'You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG'
840352640982749184,2017-03-11 00:04:17,b'@GoodDogsGame @frasercampbell_ WHEN DO WE GET STARBUCKS DAVE https://t.co/DKCJe272ix'
840347768891793409,2017-03-10 23:44:55,b'RT @frasercampbell_: 10s all round! @dog_rates https://t.co/TKIVnUZ44Q'
840329613654007808,2017-03-10 22:32:47,b'@TMJ4Steve this is superb content Steve'
840307950438735872,2017-03-10 21:06:42,b'@blueJAYbourhood my head hurts'
840283873418334209,2017-03-10 19:31:01,"b""@elmaguire actually yes and that's also what I labeled it... who are you"""
840281318768414722,2017-03-10 19:20:52,b'@imheretoscream no that will continue forever'
840274019274379270,2017-03-10 18:51:52,"b'IN CASE YOU MISSED IT LAST NIGHT, THIS IS HAPPENING https://t.co/oQoZUirQoF'"
840269240687087616,2017-03-10 18:32:53,b'@dartmouth @Columbia is it possible to transfer to both of you?'
840268004936019968,2017-03-10 18:27:58,"b""This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12\xe2\x80\xa6 https://t.co/JQT6a68X0D"""
840261603689975809,2017-03-10 18:02:32,"b""@BrooklynCathey1 the first time I realized people will get mad if you imply you've thrown a guinea pig"""
840099184992690176,2017-03-10 07:17:08,b'@GoodDogsGame @positivpea *pretends I did that on puppose*'
840092194757197824,2017-03-10 06:49:22,"b""@GlennF if you're asking if this is taking a long time, the answer is yes"""
840090994347454465,2017-03-10 06:44:35,"b""@jonnysun @markhoppus and you can borrow jomny's alienb book from me"""
840085592327114752,2017-03-10 06:23:07,b'RT @jonnysun: IM MAKING A BOOK\nITS CALLED EVERYONES A ALIEBN WHEN UR A ALIEBN TOO\nHERES THE COVER\nU CAN PREORDER IT NOW\nhttps://t.co/Kjsx39\xe2\x80\xa6'
840085570353221636,2017-03-10 06:23:02,b'@jonnysun you gimme yours first'
840061996020125696,2017-03-10 04:49:22,b'@soupVR you can follow us for free actually'
840046901953196032,2017-03-10 03:49:23,"b""@positivpea it's just lazy. Intellectual property law hasn't really caught up to social media. There's also a massive grey area to consider"""
840019639992274944,2017-03-10 02:01:03,b'@Jburns404 no'
840018123138850816,2017-03-10 01:55:01,b'@darth THANK YOU DARTH I WILL BE SPEAKING WITH YOU LATER REGARDING WORDS OF YOURS BEING IN THE BOOK (IN ALL CAPS OF COURSE)'
840017339236122624,2017-03-10 01:51:55,"b""IF YOU CAN'T WAIT THAT LONG DON'T WORRY WE WILL POST MANY A DOGGO ON HERE BETWEEN NOW AND THEN"""
840015032897458176,2017-03-10 01:42:45,"b'RT @matt___nelson: In all seriousness, I never thought any of these opportunities were possible. Thank you to everyone who has ever looked\xe2\x80\xa6'"
840011456548601860,2017-03-10 01:28:32,"b""@darth THAT'S WHAT I SAID WHEN THEY LET ME MAKE A BOOK"""
840006370338451457,2017-03-10 01:08:19,b'PUPLICATION DATE IS SET FOR EARLY OCTOBER'
840005139268272128,2017-03-10 01:03:26,"b""I'M MAKING A BOOK\nIT HAS DOGS\nTHEY'RE ALL GOOD\nMOST HAVE NEVER BEEN SEEN BY THE INTERNET\n\nYOU CAN PREORDER IT NOW\xe2\x80\xa6 https://t.co/8SNbQAMNby"""
840004371773550592,2017-03-10 01:00:23,b'I have an announcement'
840002692198076416,2017-03-10 00:53:42,b'@LarissaDies_ @ericaaneff'
839991329157500929,2017-03-10 00:08:33,b'@lanietreen ...h*ck'
839990909773197312,2017-03-10 00:06:53,b'@Forgotemme it is'
839990271299457024,2017-03-10 00:04:21,b'Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr'
839986125846511617,2017-03-09 23:47:53,"b""@KileyQueen that's a good boyfriend, Kyle"""
839985797159911424,2017-03-09 23:46:34,"b""RT @KileyQueen: My boyfriend surprised me with these because we're dog parents now \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d @dog_rates https://t.co/xtWa4PsnZa"""
839979639191863297,2017-03-09 23:22:06,b'@KitschyKatSir none successful'
839963616459816964,2017-03-09 22:18:26,"b'@darth THAT AND THE HOOVES, BEACH, AND SPEED LED ME TO THAT CONCLUSION'"
839963000090009601,2017-03-09 22:15:59,"b""@darth um that's actually a hooved beachbound speed pup but I won't argue that he probably left the stove on mistakes happen"""
839914874041925633,2017-03-09 19:04:45,"b""@thisrlc I'd need to be sent pics \xf0\x9f\x98\x89 @BradyHaran"""
839911385341562880,2017-03-09 18:50:53,b'@HelloInternetFM just want to say that the podcast makes my drives to and from school much more bearable and I greatly appreciate you both \xe2\x9d\xa4'
839898877859885056,2017-03-09 18:01:11,b'RT @MegaTroid117: This actually made my day @dog_rates https://t.co/7ytQMAIgIE'
839825563812564992,2017-03-09 13:09:52,b'@JoeEchinopsis @RobertManchild who hurt you'
839691836264439808,2017-03-09 04:18:29,b'@GenericProtag \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4'
839691410005721088,2017-03-09 04:16:47,"b""@Daisoubro that's fair"""
839691077955301377,2017-03-09 04:15:28,b'@Armstrong2034 ...yes'
839690833272131584,2017-03-09 04:14:30,b'@Daisoubro #InternationalWomensDay where have you been'
839690508901441536,2017-03-09 04:13:12,"b""If you didn't pet a dog today, that's okay, tomorrow you might pet two"""
839686029523185665,2017-03-09 03:55:24,b'@ADTR_Tomm looking forward to it \xf0\x9f\x98\x98'
839685114242166784,2017-03-09 03:51:46,"b""@ADTR_Tomm we'll send you one if we get 12 pics of Buster in 12 different ties"""
839650500488400896,2017-03-09 01:34:13,b'RT @RougeLikeGirl: My wish list from @ShopWeRateDogs my life would be complete. https://t.co/p7t22I9Zx2'
839647925898731521,2017-03-09 01:24:00,"b""@GUmana416 @jaketapper Jake... say it ain't so"""
839642312070299649,2017-03-09 01:01:41,"b""@sawyerluvesyou both are... good? Yea that's my answer"""
839622206921527296,2017-03-08 23:41:48,b'@Brittymueller this is good'
839619637545402369,2017-03-08 23:31:35,b'@mikaylaschuyler of course :)'
839610343710162946,2017-03-08 22:54:39,b'@realDonaldTrump yea and we rate cats'
839571820353290242,2017-03-08 20:21:35,b'@Pqw3r you can figure this out I believe in you'
839549326359670784,2017-03-08 18:52:12,"b""Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 woul\xe2\x80\xa6 https://t.co/ESW7mcQeZV"""
839534066965889026,2017-03-08 17:51:34,b'@sassy_pizza AHHHHHH'
839294965410856964,2017-03-08 02:01:27,b'@darth @anamariecox classic Sherman'
839290600511926273,2017-03-08 01:44:07,b'RT @alexmartindawg: THE DRINK IS DR. PUPPER 10/10 good pun @matt___nelson @GoodDogsGame https://t.co/act3duiqbL'
839270259689422849,2017-03-08 00:23:17,b'@MrDietPeppsi @GoodDogsGame oh h*ck'
839270062842314756,2017-03-08 00:22:30,"b""RT @theblackbelt197: This hat probably sums up my pup's feelings towards wearing it @dog_rates https://t.co/zVDBvAyWA8"""
839241879686348800,2017-03-07 22:30:31,"b""*finger to earpiece* wait... I'm receiving word that this is actually a mix between a Clydesdale and Hercules from the Sandlot"""
839239871831150596,2017-03-07 22:22:32,"b""This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm"""
839226881870344199,2017-03-07 21:30:55,b'@dtlafave @eluhsnore @badneighbor I hate when that happens'
838959427483025409,2017-03-07 03:48:09,b'@SusanArendt HENLO STINKY DOG'
838957932666585092,2017-03-07 03:42:12,b'@MitchyD Mitch we are rooting for you'
838956498600484865,2017-03-07 03:36:30,b'@HannahCooop \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4'
838955174483886080,2017-03-07 03:31:15,b'@EsotericCD please inform us if we ever stop adding said value'
838953722285817856,2017-03-07 03:25:29,"b""Dogs are very good and I think that's important"""
838952994649550848,2017-03-07 03:22:35,b'SHE MISPLACED HER HOOMAN 13/10 MISTAKES HAPPEN https://t.co/ngAxYLVYHP'
838940850893832194,2017-03-07 02:34:20,"b""@eluhsnore that is the sweetest thing I've ever heard"""
838934225025921024,2017-03-07 02:08:00,"b""RT @dog_rates: SAINT PATRICK'S DAY DESIGNS ARE HERE \xf0\x9f\x8d\x80\xf0\x9f\x90\xb6\xf0\x9f\x8d\x80\n(yes, those are socks)\n\nShop Now: https://t.co/BDRn0RPRVf https://t.co/8P8UZuNwHQ"""
838921590096166913,2017-03-07 01:17:48,"b""This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv"""
838916489579200512,2017-03-07 00:57:32,b'RT @KibaDva: I collected all the good dogs!! 15/10 @dog_rates #GoodDogs https://t.co/6UCGFczlOI'
838872360438595585,2017-03-06 22:02:10,b'@seanpatricks @strandbookstore I had the pleasure of meeting @gwatsky there!'
838869591182966785,2017-03-06 21:51:10,b'@distastefulboy @okhannahgranger this is beautiful'
838869450531221505,2017-03-06 21:50:37,b'@sophiecopleyx @NicolaPewsey need'
838865178422874112,2017-03-06 21:33:38,b'RT @jollyholly414: time to expand my wardrobe (@dog_rates) https://t.co/2KHhxUpLsh'
838859599734325248,2017-03-06 21:11:28,b'@AllisonFulcher @ShopWeRateDogs they are :)'
838859454418456576,2017-03-06 21:10:53,b'@darth @anamariecox offended'
838831947270979586,2017-03-06 19:21:35,"b""RT @dog_rates: This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https:\xe2\x80\xa6"""
838807318741516288,2017-03-06 17:43:43,"b""@bwalsh @whitbeal We didn't mean to offend. Seriously, it simply worked with the design. 3 leaf design in the works"""
838803184411885568,2017-03-06 17:27:18,b'@bwalsh I thought 4 was lucky :('
838801645697974273,2017-03-06 17:21:11,"b""@regretfulpoetry that's a lot of people to speak to"""
838796958840016900,2017-03-06 17:02:33,"b""SAINT PATRICK'S DAY DESIGNS ARE HERE \xf0\x9f\x8d\x80\xf0\x9f\x90\xb6\xf0\x9f\x8d\x80\n(yes, those are socks)\n\nShop Now: https://t.co/BDRn0RPRVf https://t.co/8P8UZuNwHQ"""
838777829361913856,2017-03-06 15:46:32,b'@michaellosauro @marcoarment dog pics are like maybe 50% of why we have our audience'
838776846594551808,2017-03-06 15:42:38,"b""@MacLachwach they're adjustable"""
838601763838169091,2017-03-06 04:06:55,b'@FinishYourBeeer @darth we show Darth much love'
838570535852339201,2017-03-06 02:02:50,"b""@Nargie123 that's a plant"""
838561493054533637,2017-03-06 01:26:54,b'This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13\xe2\x80\xa6 https://t.co/0tiRQreDkk'
838559874225213447,2017-03-06 01:20:28,b'@suradha97 weratedogs'
838558147484745728,2017-03-06 01:13:36,b'@annanuzzolese3 yes'
838533360565825536,2017-03-05 23:35:07,b'@MrDietPeppsi how the h*ck you run that far and only collect 5 bones'
838510427411738629,2017-03-05 22:03:59,b'@RachelleWrightr ...maybe'
838503901301202948,2017-03-05 21:38:03,"b""I'm home for a week so you all can follow Zoey on our snapchat: WeRateDogs https://t.co/7d9GQ9x8hK"""
838479458248114182,2017-03-05 20:00:55,b'@AndreaRussett \xe2\x9d\xa4'
838478370409168896,2017-03-05 19:56:36,b'@AndreaRussett a dog would never'
838477597390618624,2017-03-05 19:53:32,"b""Hold pup... I'm getting repawts that this may actually be a Hitchhiking Polar Bear"""
838476387338051585,2017-03-05 19:48:43,"b""This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI"""
838476087944433665,2017-03-05 19:47:32,b'@FredFromHon ok wow you sir are good'
838475111921504256,2017-03-05 19:43:39,b'@BertLoch send more obviously'
838468358718763010,2017-03-05 19:16:49,b'Can... can I pet Dave yet? https://t.co/ONmbjtFGtk'
838467191141986304,2017-03-05 19:12:10,"b""@FredFromHon I need to see this because even I don't have a doggo at Level 10 yet"""
838245478408065024,2017-03-05 04:31:10,b'@xleximarie_ yes\nhttps://t.co/hJneNkfpBe'
838242286764982272,2017-03-05 04:18:29,b'The famous Atlas (after a lot of convincing on my part) finally made an Instagram. His username is: everythingatlas https://t.co/Qait1f9NPx'
838201503651401729,2017-03-05 01:36:26,b'RT @dog_rates: Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EM\xe2\x80\xa6'
838150277551247360,2017-03-04 22:12:52,b'@markhoppus 182/10'
838085839343206401,2017-03-04 17:56:49,b'@bragg6of8 @Andy_Pace_ we are still looking for the first 15/10'
838083903487373313,2017-03-04 17:49:08,"b""This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO"""
838061128437616643,2017-03-04 16:18:38,b'@upulie I think I missed something'
837861667992186880,2017-03-04 03:06:03,"b""There's still time"""
837822312737038336,2017-03-04 00:29:39,"b""RT @seoycat: @dog_rates Just told her that she's been called a good girl, safe to say I think she's taken in the compliment well https://t.\xe2\x80\xa6"""
837820167694528512,2017-03-04 00:21:08,"b'Here\'s a pupper before and after being asked ""who\'s a good girl?"" Unsure as h*ck. 12/10 hint hint it\'s you https://t.co/ORiK6jlgdH'"
837743638767616000,2017-03-03 19:17:02,"b""@kgoldd @GoodDogsGame you can't get drunk off of Dr. Pupper everybody knows that"""
837718013621194752,2017-03-03 17:35:13,b'RT @wugirly: Petunia in the deerstalker hat is making my day. Some serious Sherlock Bones cosplay right there. https://t.co/hfYrZLh3b1 #Goo\xe2\x80\xa6'
837676954266521600,2017-03-03 14:52:03,"b""@MitchyD you're very welcome Mitch"""
837676572962357248,2017-03-03 14:50:32,b'@Mr_Bisiro seems to want more pets Bistro'
837676003807866884,2017-03-03 14:48:17,b'I hope you all get to pet a dog today'
837657251435458565,2017-03-03 13:33:46,b'@Shane_Hall4255 @GoodDogsGame'
837543857277415425,2017-03-03 06:03:11,b'@mikedarmon whoa'
837495788452392961,2017-03-03 02:52:10,b'@realDonaldTrump if you need help threading tweets Kenneth can show you'
